franchise,player_ID,name_common,primary_pos,total_WAR,first_year,last_year
TBR,shielja02,James Shields,P,19.7,2006,2012
TBR,kazmisc01,Scott Kazmir,P,16.5,2004,2009
TBR,archech01,Chris Archer,P,12.4,2012,2021
TBR,snellbl01,Blake Snell,P,11.6,2016,2020
TEX,houghch01,Charlie Hough,P,32.6,1980,1990
TEX,rogerke01,Kenny Rogers,P,31.2,1989,2005
TEX,jenkife01,Fergie Jenkins,P,21.8,1974,1981
TEX,darviyu01,Yu Darvish,P,18.5,2012,2017
TEX,brownke01,Kevin Brown,P,17.7,1986,1994
TOR,stiebda01,Dave Stieb,P,56.9,1979,1998
TOR,hallaro01,Roy Halladay,P,48.4,1998,2009
TOR,keyji01,Jimmy Key,P,29.7,1984,1992
TOR,hentgpa01,Pat Hentgen,P,26.8,1991,2004
TOR,clancji01,Jim Clancy,P,24.8,1977,1988
WSN,rogerst01,Steve Rogers,P,45.1,1973,1985
WSN,scherma01,Max Scherzer,P,39,2015,2021
WSN,strasst01,Stephen Strasburg,P,31,2010,2022
WSN,martide01,Dennis Martínez,P,30,1986,1993
WSN,gonzagi01,Gio Gonzalez,P,20.6,2012,2018
